employee_id,name,email,age,gender,marital_status,department,job_level,education,monthly_income,years_at_company,years_since_last_promotion,distance_from_home_km,overtime,num_projects,avg_monthly_hours,satisfaction_score,city,hire_date,badge_id,survey_response_id,attrition
1394,Robert Woods,robert.woods@examplecorp.com,30,Female,Single,Research & Development,1,Bachelor,3946.0,4,2,31.3,No,5.0,168,3,Lake Malloryport,2022-07-13,BDG-6932-gviK,208730,No
8197,Douglas Howard,douglas.howard@examplecorp.com,41,Male,Single,Marketing,3,Master,7080.0,12,6,1.8,No,3.0,131,4,Hoffmanland,2014-07-25,BDG-5558-LqFL,134474,Yes
4186,Roger Moss,roger.moss@examplecorp.com,44,Male,Divorced,Engineering,3,Bachelor,,7,3,2.5,No,2.0,146,4,West Danielle,2019-07-02,BDG-5122-UrsM,211569,No
6624,Cynthia Johnson,cynthia.johnson@examplecorp.com,45,Female,Married,Research & Development,2,Master,6058.0,3,3,1.0,Yes,4.0,200,2,Angelashire,July 19 2023,BDG-8923-teOV,662490,No
2651,Cory Thomas,cory.thomas@examplecorp.com,40,Female,,Research & Development,5,Bachelor,13217.0,11,2,2.1,No,1.0,176,3,Terryville,2015-07-17,BDG-6578-ryzV,541648,No
7078,Debra Leonard,debra.leonard@examplecorp.com,46,Female,Single,Sales,5,Bachelor,15k,9,2,4.9,No,2.0,168,4,New Joseph,2017-07-07,BDG-2715-GeQe,438258,No
3393,John Taylor,john.taylor@examplecorp.com,43,Female,Single,Sales,5,Bachelor,,2,0,1.0,No,3.0,174,4,Lake Danielle,2024-07-13,BDG-6458-dDfM,873134,No
7274,Elizabeth Hill,elizabeth.hill@examplecorp.com,35,Male,Single,Engineering,1,Bachelor,3287.0,5,0,8.6,Yes,5.0,252,2,Melissachester,2021-07-04,BDG-4207-PYjs,911434,No
1624,Amber Hernandez,amber.hernandez@examplecorp.com,33,Female,Divorced,Sales,1,High School,3232.0,1,1,1.2,Yes,4.0,221,2,South Michael,July 13 2025,BDG-6802-JNtA,717640,No
2320,Sean Nguyen,sean.nguyen@examplecorp.com,27,Male,Married,  Sales  ,4,Master,11940.0,4,1,6.4,Yes,3.0,186,2,Sarafurt,2022-06-27,BDG-8028-kSDV,803975,Yes
8444,Travis Schneider,travis.schneider@examplecorp.com,30,Male,Married,Research & Development,2,Bachelor,3806.0,0,0,1.6,Yes,2.0,223,2,South Vincentborough,2026-07-16,BDG-6103-VYYR,421560,No
8542,Jeffrey Evans,jeffrey.evans@examplecorp.com,37,Male,Married,Human Resources,1,High School,2420.0,0,0,8.9,No,1.0,175,2,Cookhaven,2026-06-30,BDG-6705-eMim,427372,No
2289,Heather Williams,heather.williams@examplecorp.com,36,Female,Single,Engineering,1,Bachelor,2636.0,3,1,9.2,No,7.0,139,5,Scottstad,07/03/2023,BDG-4619-HhBt,504349,No
1513,Anna Ross,anna.ross@examplecorp.com,34,Female,Single,SALES,3,Master,7782.0,0,0,5.4,No,5.0,184,3,North Rebecca,2026-07-06,BDG-6449-nQlj,393153,No
4984,Jessica Mitchell,jessica.mitchell@examplecorp.com,34,Male,Single,Sales,1,Bachelor,2960.0,0,0,2.7,No,4.0,215,3,East Alyssa,29-06-2026,BDG-1946-aSaE,472240,No
266,Joshua Reed,joshua.reed@examplecorp.com,31,Male,Divorced,Human Resources,1,High School,4149.0,8,8,10.5,No,3.0,151,4,East Jeffreyside,July 01 2018,BDG-1939-gAuk,347086,No
2693,Michelle Ellis,michelle.ellis@examplecorp.com,31,Male,Married,Sales,4,Bachelor,11664.0,0,0,1.0,Yes,4.0,181,1,North Pamelaton,2026-07-15,BDG-9131-YopJ,898188,No
7641,Shannon Donovan,shannon.donovan@examplecorp.com,22,Female,Married,Marketing,1,High School,4399.0,0,0,1.0,No,1.0,173,5,Rileyshire,2026-07-13,BDG-7308-vxOO,347715,No
8319,Gerald Snyder,gerald.snyder@examplecorp.com,55,Female,Single,Engineering,2,Master,5755.0,23,5,13.3,No,1.0,142,4,South Mary,2003-07-04,BDG-6701-XUTY,545424,No
3938,Kristina Monroe,kristina.monroe@examplecorp.com,31,Female,Single,Research & Development,3,Bachelor,8306.0,0,0,6.0,No,4.0,186,2,West Richardshire,07/14/2026,BDG-8520-XwHW,822085,Yes
7493,Catherine Hawkins,catherine.hawkins@examplecorp.com,41,Female,Single,Engineering,3,Bachelor,6739.0,0,0,1.7,Yes,4.0,205,2,Margaretborough,2026-07-20,BDG-4142-TtDK,572468,Yes
1517,Elizabeth Cross,elizabeth.cross@examplecorp.com,28,Female,Married, Sales,1,Bachelor,2998.0,0,0,16.6,No,2.0,171,2,Swansonchester,2026-07-07,BDG-4406-mDie,184416,No
2518,Louis Patrick,louis.patrick@examplecorp.com,31,Male,,Research & Development,1,High School,3645.0,1,0,1.2,No,1.0,154,3,Lake Patriciamouth,2025-07-02,BDG-5142-tzKB,817412,No
3335,James Gilbert,james.gilbert@examplecorp.com,38,Female,Single,Sales,2,Bachelor,6590.0,11,10,11.2,No,1.0,138,2,North Cindychester,2015-07-25,BDG-5912-PCKZ,321628,No
3081,Jacqueline Chen,jacqueline.chen@examplecorp.com,48,Female,Single,Sales,1,Bachelor,3025.0,3,3,1.0,Yes,4.0,153,2,Timothyview,2023-07-09,BDG-5757-qsxI,740505,No
5770,Becky Sellers,becky.sellers@examplecorp.com,26,Male,Single,Research & Development,3,Bachelor,5873.0,3,2,6.7,No,1.0,217,4,North Robinview,05 Jul 2023,BDG-8350-NanG,683644,No
317,Lauren Carson,lauren.carson@examplecorp.com,22,Male,Married,sales,2,Bachelor,5442.0,0,0,20.3,No,4.0,180,2,North Dylan,2026-07-06,BDG-3253-xuvL,802921,No
6679,Felicia Gordon,felicia.gordon@examplecorp.com,44,Female,Divorced,Human Resources,1,PhD,3687.0,0,0,3.3,No,6.0,162,5,Lake Mary,07/20/2026,BDG-5618-DORs,152960,Yes
4481,Matthew Mueller,matthew.mueller@examplecorp.com,22,Female,Married,Sales,2,Master,5922.0,0,0,7.3,No,2.0,167,4,Gibsonhaven,22 Jul 2026,BDG-5386-Gmvh,480958,No
8988,Larry Martinez,larry.martinez@examplecorp.com,44,Male,Single,  Research & Development  ,5,Bachelor,,7,7,5.9,Yes,3.0,174,3,Browntown,2019-07-14,BDG-2628-ICwp,587344,No
2733,Carl Dean,carl.dean@examplecorp.com,39,Male,Single,  Marketing  ,2,Bachelor,4383.0,1,0,4.7,No,5.0,159,3,Castrofort,2025-07-11,BDG-2927-ndOE,350896,No
2690,Michael Lee,michael.lee@examplecorp.com,38,Male,Single,Research & Development,2,Bachelor,4107.0,6,4,1.0,No,5.0,176,2,Port Jonathanview,2020-06-26,BDG-6536-PEzn,553421,No
6474,Brian Vaughn,brian.vaughn@examplecorp.com,48,Male,Married,Sales,2,Master,4602.0,7,1,7.2,No,3.0,183,3,Lauraton,2019-06-30,BDG-0362-scIM,925008,No
9371,Sharon Stevens,sharon.stevens@examplecorp.com,54,Female,Married,Research & Development,4,Bachelor,,1,1,9.3,Yes,2.0,205,3,Dillonstad,06 Jul 2025,BDG-4683-iFva,642124,No
8918,Sherri Gray,sherri.gray@examplecorp.com,47,Male,Married,Engineering,1,High School,3679.0,25,1,8.3,No,4.0,141,3,New Troyville,2001-07-10,BDG-0849-kvhu,940410,No
4048,Amber Turner,amber.turner@examplecorp.com,28,Female,Married,Engineering,1,High School,3356.0,2,0,17.9,No,4.0,196,2,West Lisa,2024-07-17,BDG-1334-TVoU,697402,Yes
2287,Raymond Barber,raymond.barber@examplecorp.com,39,Female,Divorced,Research & Development,4,Bachelor,9810.0,2,2,4.6,Yes,1.0,256,3,Costaland,2024-07-05,BDG-7527-RgjL,713906,No
6370,Aaron Black,aaron.black@examplecorp.com,43,Male,Single,Research & Development,3,Bachelor,8649.0,21,10,5.8,No,3.0,187,2,Williamsberg,2005-07-24,BDG-0367-Pjmd,695807,No
7574,Catherine Perkins,catherine.perkins@examplecorp.com,33,Male,Married,Research & Development,2,Bachelor,5025.0,4,1,14.7,No,1.0,154,3,Port Jordanstad,2022-07-07,BDG-2753-GnyX,628527,No
104,Christine Wright,christine.wright@examplecorp.com,44,Male,Single,Sales,5,Bachelor,,9,0,7.7,Yes,3.0,204,2,Vasquezhaven,07/05/2017,BDG-0333-gpKm,248602,Yes
2158,Pam Baker,pam.baker@examplecorp.com,37,Female,Divorced,Sales,1,Master,3515.0,6,0,11.0,No,6.0,118,4,North Yolandastad,15 Jul 2020,BDG-2177-divm,208336,No
3661,Vanessa Flores,vanessa.flores@examplecorp.com,44,Male,Married,Sales,1,Bachelor,5125.0,2,0,1.7,No,3.0,164,4,Pachecoside,02-07-2024,BDG-5982-yGgS,975589,No
953,Renee Wolfe,renee.wolfe@examplecorp.com,48,Male,Single,Sales,1,Bachelor,4264.0,9,4,2.5,Yes,5.0,256,3,New James,2017-07-16,BDG-2607-Bfir,754846,No
1804,Priscilla Floyd,priscilla.floyd@examplecorp.com,29,Female,Single,Sales,3,Bachelor,6419.0,0,0,7.3,No,3.0,194,4,Kathleenton,2026-07-18,BDG-1916-UWET,292300,No
5082,Selena Bailey,selena.bailey@examplecorp.com,38,Male,Married,Engineering,2,Master,4847.0,9,7,16.8,No,,171,5,South Ericshire,2017-07-16,BDG-4422-aNCX,226478,No
4130,Heidi Blankenship,heidi.blankenship@examplecorp.com,31,Male,Married,Research & Development,4,Master,9723.0,1,1,11.0,No,1.0,190,3,South Aaronberg,2025-07-08,BDG-0314-fpPD,394532,Yes
8562,Elizabeth Fleming,elizabeth.fleming@examplecorp.com,38,Female,Married,Research & Development,1,Bachelor,2711.0,10,2,6.8,No,1.0,173,2,Lake Courtneyville,2016-07-17,BDG-4550-pmLG,630926,No
5791,John Moore,john.moore@examplecorp.com,26,Female,Married,Marketing,3,PhD,8430.0,4,2,6.0,No,1.0,187,3,North April,2022-07-02,BDG-2897-BgHr,608292,No
4769,Kiara Santana,kiara.santana@examplecorp.com,44,Female,Married,Sales,1,Bachelor,3625.0,13,5,1.5,No,4.0,155,3,East Brian,21-07-2013,BDG-8118-tzSR,241541,No
2493,Richard Medina,richard.medina@examplecorp.com,38,Female,Single,Research & Development,1,PhD,3067.0,2,0,10.5,No,7.0,178,3,West Michelleville,12-07-2024,BDG-0533-gPYI,177367,No
6785,Pamela Hubbard,pamela.hubbard@examplecorp.com,55,Male,Married,Sales,3,Master,,28,0,16.0,Yes,2.0,161,3,North Douglas,16 Jul 1998,BDG-5178-Fhjw,515251,No
9745,Sara Scott,sara.scott@examplecorp.com,41,Male,Married,Sales,3,Master,8226.0,0,0,9.6,No,4.0,153,3,Huynhland,2026-07-18,BDG-6567-WtJO,306338,No
4231,Desiree Thomas,desiree.thomas@examplecorp.com,39,Male,Married,Sales,5,Master,17947.0,5,4,4.1,No,2.0,169,5,South Crystalland,2021-07-23,BDG-9863-ADKq,863277,No
2755,Brittney Martinez,brittney.martinez@examplecorp.com,45,Male,Married,Research & Development,4,Bachelor,,23,15,2.0,No,2.0,132,4,Austinmouth,02 Jul 2003,BDG-7297-xmon,187858,Yes
7920,Richard Young,richard.young@examplecorp.com,41,Female,Single,Engineering,2,Bachelor,4444.0,1,0,7.7,No,2.0,186,3,Taylorstad,2025-07-18,BDG-4885-DYuj,112479,No
3598,Beverly Cook,beverly.cook@examplecorp.com,45,Male,Married,Sales,4,Master,8769.0,2,1,1.0,Yes,3.0,222,1,Johnmouth,2024-07-15,BDG-8048-VgYG,269355,Yes
2686,Mr. William Hopkins,mr..hopkins@examplecorp.com,30,Female,Single,Sales,3,Master,7132.0,2,1,6.8,No,1.0,144,2,Carolynbury,2024-07-08,BDG-7710-cjCv,782187,No
5595,Melissa Wolf,melissa.wolf@examplecorp.com,49,Female,Single,Research & Development,2,High School,5923.0,11,8,9.3,No,2.0,163,3,Leeland,16 Jul 2015,BDG-2753-jXBX,860530,No
7918,Marc Brown,marc.brown@examplecorp.com,46,Male,Single,Engineering,1,Master,3542.0,23,14,14.1,Yes,7.0,171,3,East Michael,2003-07-15,BDG-0389-tsVK,870675,No
287,Joseph Knight,joseph.knight@examplecorp.com,38,Male,Single,Research & Development,1,Bachelor,2752.0,2,2,7.6,No,6.0,159,3,South Andreamouth,2024-06-30,BDG-2169-ARHM,182028,No
8096,Steven Davis,steven.davis@examplecorp.com,26,Male,Divorced,Sales,4,Bachelor,,2,1,1.2,Yes,3.0,184,2,Westview,July 05 2024,BDG-3935-NHzm,884314,No
6836,Casey Smith,casey.smith@examplecorp.com,32,Female,Single,Human Resources,1,PhD,3655.0,0,0,3.0,Yes,1.0,223,3,Lake Leah,2026-07-01,BDG-5031-ufao,952309,No
2021,Ryan Hardy,ryan.hardy@examplecorp.com,30,Male,Married,Sales,3,PhD,9518.0,6,0,13.3,No,5.0,188,5,New Jeremy,10 Jul 2020,BDG-3779-OLqw,492254,No
3947,Paula Caldwell,paula.caldwell@examplecorp.com,34,Male,,Research & Development,1,Master,2419.0,0,0,,No,4.0,152,5,North Carloston,2026-07-22,BDG-7751-zzTA,724461,No
2761,Sierra Cervantes,sierra.cervantes@examplecorp.com,48,Male,Married,Sales,3,PhD,,8,6,23.4,No,7.0,128,2,Stephenmouth,2018-07-21,BDG-7908-FpnP,506725,No
9,Gabrielle Davis,gabrielle.davis@examplecorp.com,44,Female,Single,Sales,1,Bachelor,2822.0,5,1,1.9,No,2.0,167,4,Robynmouth,2021-07-13,BDG-6574-GXLW,758122,No
5291,Anthony Wells,anthony.wells@examplecorp.com,39,Male,Married,Sales,2,High School,5568.0,0,0,6.9,No,1.0,209,3,Hugheschester,05-07-2026,BDG-0937-xfqg,197425,No
9775,Jonathan Howe,jonathan.howe@examplecorp.com,37,Male,Divorced,Research & Development,3,Bachelor,6555.0,9,6,5.5,No,3.0,131,3,Wagnerfort,07/08/2017,BDG-1588-jLYR,169880,No
6040,Shane Smith,shane.smith@examplecorp.com,30,Male,Married,Engineering,2,Bachelor,3231.0,0,0,9.4,No,4.0,182,4,South Johnstad,2026-07-22,BDG-1609-hYiy,485012,No
9238,Brandy Hogan,brandy.hogan@examplecorp.com,47,Male,Married,Research & Development,3,Master,6752.0,23,12,6.7,No,6.0,221,5,East Coreytown,2003-07-26,BDG-1790-UNMt,310065,No
9293,Kaylee Lewis,kaylee.lewis@examplecorp.com,22,Male,Married,Human Resources,3,Bachelor,6935.0,0,0,2.2,No,5.0,165,3,North James,07/14/2026,BDG-2360-KHxG,327823,No
568,Lauren Jackson,lauren.jackson@examplecorp.com,250,Male,Married,Research & Development,1,High School,2907.0,7,4,13.8,Yes,7.0,189,4,Port Erika,07/18/2019,BDG-2892-xFBY,729273,No
4834,Samantha Carter,samantha.carter@examplecorp.com,47,Female,Married,Marketing,3,Bachelor,,0,0,12.7,No,3.0,209,3,West Jessicastad,2026-07-12,BDG-3055-LnhN,578122,No
4632,Timothy Collins,timothy.collins@examplecorp.com,51,Female,Married,Marketing,2,Bachelor,6204.0,28,26,1.3,No,4.0,166,4,Port Erica,1998-07-02,BDG-6215-LPOr,247716,No
8592,Douglas Ferguson,douglas.ferguson@examplecorp.com,31,Male,Single,Research & Development,1,PhD,2k,0,0,1.6,No,5.0,146,4,Weberbury,2026-07-17,BDG-5075-IHpC,539788,No
9912,Kathryn Miller,kathryn.miller@examplecorp.com,43,Male,Married,Human Resources,3,Bachelor,6165.0,3,2,1.0,No,1.0,163,1,Clarkburgh,2023-06-28,BDG-7691-Ugfw,784130,Yes
9883,Michael Lindsey,michael.lindsey@examplecorp.com,50,Male,Divorced,Human Resources,3,Master,9272.0,20,15,7.8,No,,154,3,Smithstad,07/13/2006,BDG-6132-JwUs,514803,No
5973,Theresa Goodman,theresa.goodman@examplecorp.com,35,Male,Single,Engineering,2,High School,4053.0,3,3,10.8,No,3.0,166,4,East Catherinefort,2023-07-18,BDG-9221-oBdv,579177,No
4068,Matthew Walker,matthew.walker@examplecorp.com,51,Male,Divorced,Marketing,3,Master,7702.0,9,2,1.0,No,1.0,176,5,West Adrian,July 12 2017,BDG-3814-LSzl,938142,No
4703,Brian Clark,brian.clark@examplecorp.com,51,Male,Single,Sales,2,Master,5011.0,25,22,8.4,Yes,2.0,187,4,Port Monica,2001-07-21,BDG-5989-Jpqm,216897,No
2772,Tiffany Morrow,tiffany.morrow@examplecorp.com,42,Female,Married,Research & Development,3,PhD,,9,9,2.0,No,4.0,219,2,New Colleen,2017-07-21,BDG-0555-cZIO,266753,No
5497,Isabella Taylor,isabella.taylor@examplecorp.com,37,Female,Married,Sales,5,Master,17725.0,8,0,1.5,No,1.0,207,2,North Nicholas,2018-07-20,BDG-5825-jlkX,209165,No
7278,Michelle Martinez,michelle.martinez@examplecorp.com,37,Female,Married,Sales,3,Bachelor,7027.0,9,7,2.8,No,5.0,190,4,Velasquezborough,2017-07-19,BDG-1998-GNCV,357603,No
2466,Jacqueline Pierce,jacqueline.pierce@examplecorp.com,33,Male,Divorced,Human Resources,3,Master,7391.0,5,0,2.2,No,2.0,150,3,East Daniel,2021-06-27,BDG-3108-nSFb,724046,No
7150,Samantha Alvarez,samantha.alvarez@examplecorp.com,36,Male,Single,Human Resources,3,High School,7186.0,0,0,16.9,No,1.0,233,3,North Betty,07/01/2026,BDG-6412-FEGU,519272,No
9148,Amy Burnett,amy.burnett@examplecorp.com,49,Female,Married,Engineering,2,High School,6541.0,13,4,9.8,No,6.0,206,4,West Cynthia,12-07-2013,BDG-9321-usfy,262639,No
8620,Virginia Martinez,virginia.martinez@examplecorp.com,44,Female,Single,Engineering,3,Master,7827.0,0,0,2.6,No,2.0,119,1,New Cynthiaport,16-07-2026,BDG-8494-uBJK,613677,No
2292,Virginia Cunningham,virginia.cunningham@examplecorp.com,43,Female,Married,Marketing,3,,7338.0,8,2,1.0,No,2.0,178,5,East Connie,04-07-2018,BDG-1390-qgaP,707430,No
7963,Kathryn Chavez,kathryn.chavez@examplecorp.com,48,Male,Single,sales,3,,7513.0,2,0,5.4,Yes,1.0,219,5,Mckeeland,2024-07-23,BDG-7290-LQLk,775536,No
6697,Mary Foster,mary.foster@examplecorp.com,36,Female,Married,Research & Development,2,PhD,5866.0,8,7,11.9,Yes,,255,3,Parktown,2018-06-27,BDG-3939-JmqX,135305,Yes
7370,Tyler Watson,tyler.watson@examplecorp.com,57,Male,Married,Human Resources,4,High School,12676.0,0,0,9.3,No,1.0,168,4,Shawnshire,2026-07-12,BDG-9278-RGTh,610284,No
2958,Monica Curtis,monica.curtis@examplecorp.com,56,Female,Married,Sales,1,,3634.0,27,11,,Yes,,222,2,Port Susan,1999-07-16,BDG-6580-OUMd,207664,No
5059,Matthew Stone,matthew.stone@examplecorp.com,33,Female,Single,Sales,3,High School,6907.0,5,4,12.2,Yes,3.0,209,1,Andrewborough,2021-07-16,BDG-2877-yRpG,265061,Yes
6763,Michael Santos,michael.santos@examplecorp.com,30,Male,Married,Sales,4,High School,12600.0,2,1,17.7,Yes,2.0,166,3,East Ann,2024-06-25,BDG-6970-moWW,839893,No
5652,Cindy Kelley,cindy.kelley@examplecorp.com,56,Male,Married,Sales,2,High School,5331.0,0,0,1.2,Yes,1.0,224,4,South Jason,2026-06-26,BDG-5464-anQb,418997,No
765,Jorge Stone,jorge.stone@examplecorp.com,22,Female,Divorced,Research & Development,4,Bachelor,10282.0,0,0,2.5,No,,153,3,North Thomas,2026-07-06,BDG-4650-npwb,662094,No
9345,David Gray,david.gray@examplecorp.com,44,Female,Divorced,Sales,3,Bachelor,7607.0,21,7,10.6,No,3.0,198,2,Smithside,13-07-2005,BDG-6420-pEkk,152268,No
4614,Kevin Cole,kevin.cole@examplecorp.com,31,Male,Married,Sales,2,,5175.0,2,2,1.0,No,8.0,198,3,Lake Jeffreymouth,08 Jul 2024,BDG-6234-rMzZ,867372,Yes
4826,Amy Adams,amy.adams@examplecorp.com,40,Female,Single,Engineering,2,,6513.0,13,12,4.6,No,2.0,182,5,Tinafurt,2013-07-05,BDG-2999-TdZy,732457,No
5538,Erin Carter,erin.carter@examplecorp.com,29,Female,Married,Sales,3,Bachelor,6090.0,0,0,8.1,No,6.0,121,2,Caseyport,2026-07-18,BDG-1832-HtUJ,346093,No
37,Sherri Baker,sherri.baker@examplecorp.com,25,Female,Single,Engineering,1,Bachelor,3245.0,0,0,5.9,No,2.0,167,3,Marvintown,2026-06-30,BDG-9595-AMhD,196507,No
7551,Jamie Martin,jamie.martin@examplecorp.com,50,Male,Married,Engineering,4,Master,,25,18,1.8,No,3.0,153,3,Herrerachester,2001-07-02,BDG-7411-mZYP,315635,No
7885,Abigail Hart,abigail.hart@examplecorp.com,39,Male,Married,Research & Development,1,PhD,3544.0,4,2,3.6,No,3.0,163,1,Mayofurt,07/22/2022,BDG-1659-mgxO,191259,No
2679,Michele George,michele.george@examplecorp.com,39,Female,Single, Sales,3,High School,6787.0,0,0,7.7,No,5.0,139,5,Port Jessicaview,2026-07-09,BDG-3933-sBjl,544161,No
5578,Riley Knight,riley.knight@examplecorp.com,30,Female,Single,Research & Development,3,Bachelor,7540.0,3,0,,Yes,3.0,207,3,Sandrashire,2023-07-11,BDG-6695-YRbG,275631,No
7137,Kaitlyn Phillips,kaitlyn.phillips@examplecorp.com,23,Female,Single,Marketing,1,Master,3211.0,1,1,13.9,No,2.0,135,3,Lake Marcomouth,July 17 2025,BDG-8822-NEZO,269031,No
1671,Shane Short,shane.short@examplecorp.com,45,Female,Married,Marketing,2,Master,3801.0,1,0,33.3,No,1.0,175,2,North Pamelastad,2025-07-11,BDG-1240-uETX,194280,Yes
3799,Alex Barton,alex.barton@examplecorp.com,38,Male,Single,Research & Development,2,Master,6682.0,8,2,14.7,Yes,1.0,228,3,Powellview,2018-07-26,BDG-9142-UkPL,831346,No
7615,Gina Clark,gina.clark@examplecorp.com,36,Male,Single,Research & Development,2,Master,5391.0,10,8,8.3,No,1.0,192,5,East Andrewburgh,07/13/2016,BDG-0678-jyPn,501896,No
9283,Jimmy Norman,jimmy.norman@examplecorp.com,34,Female,Married,Salez,2,High School,4437.0,1,1,31.2,No,4.0,136,2,Murphyshire,2025-07-03,BDG-7598-DKAf,849856,No
6031,Ann Huffman,ann.huffman@examplecorp.com,31,Male,Married,Research & Development,2,Master,5492.0,0,0,7.6,No,2.0,146,5,Lake Todd,2026-06-29,BDG-5288-jXaL,875957,No
578,Raymond Le,raymond.le@examplecorp.com,29,Male,Single,Engineering,2,Bachelor,4577.0,1,0,30.6,No,3.0,170,4,East Vicki,2025-07-19,BDG-5861-YpPX,843987,No
3920,Brian Fuller,brian.fuller@examplecorp.com,47,Female,Single,Marketing,2,Bachelor,5635.0,3,2,3.5,No,4.0,186,2,Christopherside,16-07-2023,BDG-5938-vdLI,659662,No
4077,Cathy Farmer,cathy.farmer@examplecorp.com,46,Female,Married,Research & Development,3,Bachelor,7595.0,23,3,9.4,No,3.0,184,4,Markmouth,09 Jul 2003,BDG-1869-dwzZ,888613,No
6963,Michael Davis,michael.davis@examplecorp.com,30,Female,Married,Research & Development,2,Bachelor,5178.0,1,0,12.8,Yes,4.0,196,3,Danielletown,2025-07-19,BDG-4249-fKHq,468372,No
1596,Amanda Forbes,amanda.forbes@examplecorp.com,25,Male,Single,Engineering,3,PhD,9643.0,0,0,5.9,No,1.0,195,2,Mitchellborough,2026-07-04,BDG-2132-HnMR,388378,No
1617,Autumn Anderson,autumn.anderson@examplecorp.com,30,Male,Married,Human Resources,1,Bachelor,3044.0,1,1,1.9,No,1.0,162,2,New Monicaburgh,2025-07-17,BDG-0816-vPGI,807185,No
2725,April Turner,april.turner@examplecorp.com,40,Female,Married,Research & Development,1,Bachelor,3403.0,4,0,8.5,No,3.0,149,1,Chenview,2022-07-09,BDG-8754-jPHL,841671,Yes
6365,Todd Hernandez Jr.,todd.jr.@examplecorp.com,25,Female,Married,Research & Development,4,Bachelor,8365.0,2,2,3.0,No,1.0,178,5,West Mikayla,2024-07-23,BDG-4213-RFNe,553103,No
5050,Ashley Sullivan,ashley.sullivan@examplecorp.com,48,Female,Single,Sales,5,High School,,11,10,6.1,No,3.0,145,4,Ericchester,2015-07-12,BDG-4416-InCJ,821680,No
8912,Dana Jennings,dana.jennings@examplecorp.com,39,Female,Married,Human Resources,2,Bachelor,4810.0,0,0,3.6,Yes,2.0,195,4,Jeffreyland,2026-07-10,BDG-0039-Jccf,466660,No
9130,Shannon Hunt,shannon.hunt@examplecorp.com,23,Male,Married,Sales,3,High School,8355.0,0,0,1.0,No,3.0,183,1,Lake Malikburgh,2026-07-22,BDG-7510-CJmX,238857,No
211,Christopher Smith,christopher.smith@examplecorp.com,29,Male,Married,Engineering,3,PhD,7639.0,3,1,3.4,No,7.0,201,2,Reynoldsbury,02 Jul 2023,BDG-2834-pOEb,734485,No
3334,David Daniels,david.daniels@examplecorp.com,36,Male,Married,Research & Development,1,Master,2410.0,6,5,3.2,No,6.0,196,4,South Kristine,2020-07-16,BDG-8798-ZDzc,584006,No
4416,Lynn King,lynn.king@examplecorp.com,32,Male,Single,Marketing,3,Master,6234.0,10,7,7.7,Yes,1.0,240,2,South Tonitown,2016-07-14,BDG-8231-BvIA,588576,Yes
5800,Brittany Farley,brittany.farley@examplecorp.com,32,Female,Single,Research & Development,2,PhD,4651.0,3,3,1.0,No,3.0,150,4,Millerport,July 07 2023,BDG-6174-UzUN,565441,No
1191,Candace Mitchell,candace.mitchell@examplecorp.com,39,Female,Married,Research & Development,2,Bachelor,5047.0,11,44,19.6,No,4.0,207,2,Williamsfurt,2015-07-08,BDG-4915-Qalj,227626,No
3704,Adriana Johnson,adriana.johnson@examplecorp.com,36,Male,Married, Sales,3,Bachelor,7417.0,7,3,14.1,Yes,7.0,217,2,Lake Robertborough,16 Jul 2019,BDG-9755-uPtS,141270,No
7026,Derek Mckinney,derek.mckinney@examplecorp.com,26,Female,Married,Human Resources,2,PhD,6489.0,0,0,11.4,No,3.0,167,4,Chelseamouth,2026-07-05,BDG-3375-CVzO,519947,No
9836,Robert Arnold,robert.arnold@examplecorp.com,35,Male,Single,Sales,1,Master,2199.0,12,1,11.1,No,3.0,162,3,Lake Sandra,07/09/2014,BDG-4361-dBpD,780174,Yes
3686,Joanna Bradshaw,joanna.bradshaw@examplecorp.com,25,Male,Single,Engineering,1,Bachelor,3678.0,0,0,1.0,Yes,4.0,217,4,Jacksonport,16 Jul 2026,BDG-9435-zMYw,885896,No
638,Randy Cannon,randy.cannon@examplecorp.com,50,Female,Married,Human Resources,3,Master,6688.0,18,10,31.0,No,2.0,167,2,Jacobstad,2008-07-10,BDG-1871-ZbPc,426189,No
48,Shane Henderson,shane.henderson@examplecorp.com,43,Male,Married,Human Resources,1,High School,3935.0,21,17,2.4,Yes,6.0,200,4,Port Nancyland,2005-07-06,BDG-3401-ArYR,897894,No
7249,Sabrina Henderson DVM,sabrina.dvm@examplecorp.com,49,Male,Married,Engineering,3,Bachelor,,1,0,17.5,Yes,3.0,222,4,Port Dylanchester,June 29 2025,BDG-8246-pqxt,609441,No
8649,Kristin Brandt,kristin.brandt@examplecorp.com,26,Female,Single,Sales,2,Master,4489.0,1,1,12.0,No,5.0,177,4,Smithborough,2025-06-26,BDG-4762-pLUu,125329,No
1027,Lee Steele,lee.steele@examplecorp.com,27,Male,Divorced,Sales,4,High School,,1,1,21.6,No,1.0,188,2,Jefferytown,2025-07-16,BDG-3578-XfnE,195165,Yes
2120,Mark Edwards,mark.edwards@examplecorp.com,39,Male,Single,Sales,1,Bachelor,3525.0,8,8,9.0,Yes,2.0,217,2,Port Sarah,2018-07-16,BDG-3724-Xjcd,304290,No
4732,Phillip King,phillip.king@examplecorp.com,30,Male,Married,  Sales  ,4,Bachelor,10217.0,3,1,5.3,No,4.0,166,5,Dylanberg,2023-07-22,BDG-8451-IPWf,942327,No
